Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,City,city_risk_score,parts_inflation_index,no_claim_score,income_risk_ratio,location_score,income_risk_ratio_log
GN64199,Oregon,2652.289648,No,Basic,Doctor,2/2/11,Unemployed,F,0,Suburban,Single,73,2,35,0,1,Personal Auto,Personal L2,Offer1,Branch,490.690995,Four-Door Car,Medsize,Antalya,3,1.0,1,73.0,2,4.30406509320417
OU78642,Arizona,7583.56435,No,Basic,Master,2/27/11,Employed,F,81568,Urban,Married,186,0,73,0,1,Personal Auto,Personal L3,Offer2,Web,737.442295,Luxury SUV,Medsize,Izmir,4,1.5,1,0.027363672028246373,3,0.02699597929433242
PR59105,Oregon,8535.108303,No,Basic,High School or Below,2/18/11,Employed,F,53223,Urban,Divorced,72,9,0,0,2,Personal Auto,Personal L3,Offer1,Agent,299.788806,Four-Door Car,Large,Antalya,3,1.0,2,0.016233583225297332,3,0.016103227481551602
TM94572,Arizona,4152.652599,No,Extended,Bachelor,1/6/11,Unemployed,M,0,Suburban,Single,123,33,13,0,1,Personal Auto,Personal L2,Offer1,Agent,885.6,SUV,Medsize,Izmir,4,1.0,4,123.0,2,4.820281565605037
AP63665,Oregon,7166.343469,No,Extended,Bachelor,1/12/11,Employed,F,59253,Rural,Divorced,89,17,70,0,3,Personal Auto,Personal L1,Offer2,Agent,67.801384,Four-Door Car,Medsize,Antalya,3,1.0,3,0.018024403827654297,1,0.017863890166789468
AZ64856,California,5048.051359,No,Extended,High School or Below,2/17/11,Employed,F,34452,Suburban,Married,126,2,51,0,1,Personal Auto,Personal L1,Offer4,Agent,604.8,SUV,Large,Istanbul,5,1.0,1,0.0438871473354232,2,0.04295138719559925
IC12985,Arizona,4579.605586,No,Premium,Bachelor,1/13/11,Employed,M,40160,Suburban,Married,118,7,48,1,1,Personal Auto,Personal L2,Offer2,Call Center,566.4,Four-Door Car,Small,Izmir,4,1.0,2,0.035258964143426295,2,0.03465160232266698
KH81863,Oregon,4605.036646,Yes,Basic,College,1/28/11,Medical Leave,F,22571,Suburban,Single,63,29,51,0,9,Corporate Auto,Corporate L3,Offer2,Web,302.4,Four-Door Car,Large,Antalya,3,1.0,4,0.033494306853927604,2,0.03294559151679949
EE49066,Oregon,4969.529102,No,Basic,High School or Below,2/9/11,Employed,F,62365,Suburban,Married,62,0,99,0,8,Corporate Auto,Corporate L2,Offer3,Branch,297.6,Four-Door Car,Medsize,Antalya,3,1.0,1,0.011929768299526978,2,0.011859169543546894
IZ37104,California,2267.604038,No,Basic,Doctor,1/26/11,Unemployed,M,0,Suburban,Married,61,3,67,0,1,Personal Auto,Personal L2,Offer4,Call Center,292.8,Four-Door Car,Medsize,Istanbul,5,1.0,1,61.0,2,4.127134385045092
BA66627,Nevada,36229.40842,No,Basic,Bachelor,1/21/11,Employed,F,22220,Rural,Single,105,29,46,0,2,Personal Auto,Personal L3,Offer1,Branch,22.45383,Sports Car,Medsize,Bursa,3,1.5,4,0.0567056705670567,1,0.05515621074841176
XZ54522,Nevada,8810.89555,No,Premium,Bachelor,2/25/11,Employed,F,76266,Rural,Single,110,24,88,1,3,Personal Auto,Personal L1,Offer1,Branch,155.708627,Two-Door Car,Medsize,Bursa,3,1.0,3,0.01730784360003147,1,0.017159769001182698
VE46465,Oregon,4656.488488,No,Extended,Master,1/26/11,Unemployed,M,0,Suburban,Married,128,6,37,1,1,Personal Auto,Personal L2,Offer1,Agent,1548.310532,Sports Car,Medsize,Antalya,3,1.5,1,128.0,2,4.859812404361672
LD71221,Oregon,4318.088108,No,Basic,Bachelor,1/31/11,Unemployed,F,0,Urban,Divorced,68,7,53,3,3,Personal Auto,Personal L3,Offer2,Branch,230.109964,Two-Door Car,Medsize,Antalya,3,1.0,2,68.0,3,4.23410650459726
YB66933,Washington,5382.752045,No,Basic,Bachelor,2/26/11,Employed,F,77552,Rural,Divorced,68,33,76,1,7,Corporate Auto,Corporate L3,Offer1,Call Center,45.215059,Four-Door Car,Medsize,Ankara,4,1.0,4,0.010521972354033422,1,0.010467001666737061
EQ15944,Oregon,2953.617963,No,Basic,Doctor,2/16/11,Employed,F,76474,Suburban,Married,74,4,79,2,1,Personal Auto,Personal L2,Offer4,Web,355.2,Four-Door Car,Small,Antalya,3,1.0,1,0.011611789627847374,2,0.011544890182145919
CR92272,Arizona,8051.56643,No,Basic,Doctor,1/16/11,Employed,F,57664,Urban,Married,100,21,48,0,7,Personal Auto,Personal L2,Offer1,Agent,344.92729,SUV,Medsize,Izmir,4,1.0,3,0.020810210876803552,3,0.020596636376545827
JJ94311,Oregon,6627.148927,No,Extended,Bachelor,1/4/11,Employed,M,82377,Suburban,Married,83,28,19,0,7,Personal Auto,Personal L2,Offer3,Call Center,498.335261,Four-Door Car,Small,Antalya,3,1.0,4,0.012090753487017008,2,0.012018244203212307
EO42272,California,10148.41973,No,Basic,Bachelor,1/11/11,Employed,F,44856,Suburban,Divorced,66,24,71,1,2,Corporate Auto,Corporate L3,Offer4,Branch,316.8,Four-Door Car,Small,Istanbul,5,1.0,3,0.01765650080256822,2,0.01750243564977278
LA34671,Arizona,7628.749434,No,Extended,College,2/13/11,Unemployed,M,0,Suburban,Single,77,17,65,0,2,Personal Auto,Personal L3,Offer1,Agent,369.6,Four-Door Car,Small,Izmir,4,1.0,3,77.0,2,4.356708826689592
ZF73834,California,2582.408525,Yes,Basic,Bachelor,2/14/11,Employed,F,76731,Urban,Married,64,2,68,0,1,Personal Auto,Personal L3,Offer2,Agent,201.455005,Four-Door Car,Medsize,Istanbul,5,1.0,1,0.010008992454158032,3,0.009959234233491323
UM14135,Nevada,3265.156348,Yes,Extended,Bachelor,1/26/11,Employed,F,25820,Suburban,Divorced,82,10,69,0,1,Personal Auto,Personal L1,Offer1,Agent,393.6,Four-Door Car,Medsize,Bursa,3,1.0,2,0.03810999225406662,2,0.037401744692427845
YA14448,Arizona,5996.065073,No,Extended,College,2/10/11,Unemployed,F,0,Suburban,Married,83,5,59,0,9,Personal Auto,Personal L2,Offer4,Branch,398.4,Four-Door Car,Medsize,Izmir,4,1.0,1,83.0,2,4.430816798843313
QL10321,California,5768.830622,No,Basic,Doctor,2/6/11,Employed,F,92509,Rural,Married,71,16,43,0,8,Personal Auto,Personal L2,Offer3,Agent,109.296118,Four-Door Car,Medsize,Istanbul,5,1.0,3,0.009209914711001093,1,0.00916776206369818
ZL17677,Washington,21480.81781,No,Basic,Master,2/10/11,Medical Leave,F,15505,Suburban,Married,68,24,2,0,2,Personal Auto,Personal L2,Offer2,Agent,383.890867,Two-Door Car,Large,Ankara,4,1.0,3,0.0526281844566269,2,0.051290069616146516
WE57129,Washington,2891.717971,No,Basic,Master,1/28/11,Employed,M,21979,Suburban,Married,73,7,86,0,1,Personal Auto,Personal L3,Offer2,Branch,518.686584,Two-Door Car,Small,Ankara,4,1.0,2,0.03985622639792529,2,0.03908245974857099
SO57563,Arizona,7381.914168,No,Extended,College,2/3/11,Employed,M,54878,Rural,Married,96,5,11,3,9,Personal Auto,Personal L3,Offer3,Call Center,204.953947,Four-Door Car,Medsize,Izmir,4,1.0,1,0.02099201865957214,1,0.020774721972319096
SO38188,Oregon,5308.617246,No,Extended,Bachelor,1/24/11,Employed,M,40178,Suburban,Married,136,7,13,0,1,Special Auto,Special L2,Offer1,Agent,652.8,SUV,Medsize,Antalya,3,1.0,2,0.040619244362586494,2,0.03981596322851605
YD65161,California,2912.59798,No,Basic,Bachelor,1/18/11,Employed,F,65436,Rural,Married,73,14,55,0,1,Personal Auto,Personal L3,Offer4,Agent,40.752864,Four-Door Car,Small,Istanbul,5,1.0,3,0.013387126352466533,1,0.013298310557300278
QH12810,Oregon,11814.47532,No,Basic,Bachelor,1/3/11,Unemployed,F,0,Suburban,Single,106,1,38,0,2,Personal Auto,Personal L3,Offer2,Agent,763.2,SUV,Large,Antalya,3,1.0,1,106.0,2,4.672828834461906
OU81877,Oregon,4726.963307,No,Basic,High School or Below,1/9/11,Unemployed,M,0,Suburban,Married,64,10,16,0,6,Personal Auto,Personal L1,Offer4,Agent,307.2,Four-Door Car,Medsize,Antalya,3,1.0,2,64.0,2,4.174387269895637
CN49086,California,5073.282126,Yes,Extended,Doctor,1/30/11,Employed,M,57709,Suburban,Married,125,10,26,0,1,Corporate Auto,Corporate L3,Offer2,Branch,600.0,SUV,Medsize,Istanbul,5,1.0,2,0.02599247950926199,2,0.025660416808713837
BD53342,Washington,3096.511217,Yes,Extended,College,2/12/11,Employed,F,21604,Suburban,Divorced,79,14,28,0,1,Personal Auto,Personal L2,Offer1,Branch,379.2,Four-Door Car,Medsize,Ankara,4,1.0,3,0.043880762821699684,2,0.04294527108116673
FI75266,Oregon,7891.584409,No,Basic,Bachelor,1/2/11,Employed,M,28422,Suburban,Married,68,5,63,1,2,Corporate Auto,Corporate L1,Offer3,Agent,453.909559,Four-Door Car,Large,Antalya,3,1.0,1,0.028710154105974245,2,0.0283057399197544
GH86762,California,19454.40847,No,Extended,Bachelor,1/13/11,Employed,F,59853,Urban,Single,124,18,79,0,2,Special Auto,Special L2,Offer1,Web,570.847354,SUV,Small,Istanbul,5,1.0,3,0.024860909227607638,3,0.02455690506799308
HP55853,California,22332.43946,Yes,Extended,College,1/11/11,Employed,M,49078,Suburban,Single,97,10,3,0,2,Corporate Auto,Corporate L3,Offer2,Branch,484.013411,Four-Door Car,Medsize,Istanbul,5,1.0,2,0.02371734789518725,2,0.023440461068622603
WB43408,Oregon,4598.235733,No,Basic,College,1/15/11,Employed,F,51523,Suburban,Married,116,11,20,0,1,Personal Auto,Personal L3,Offer4,Branch,738.840818,SUV,Medsize,Antalya,3,1.0,2,0.027017060341983194,2,0.026658542631214824
MF41879,Oregon,8215.388242,No,Basic,Doctor,2/6/11,Unemployed,M,0,Suburban,Married,110,10,32,0,7,Personal Auto,Personal L2,Offer2,Web,601.021286,SUV,Small,Antalya,3,1.0,2,110.0,2,4.709530201312334
YU21725,Washington,4903.152748,No,Basic,High School or Below,1/3/11,Unemployed,F,0,Suburban,Single,66,22,1,1,3,Corporate Auto,Corporate L3,Offer1,Agent,475.2,Four-Door Car,Medsize,Ankara,4,1.0,3,66.0,2,4.204692619390966
AY98473,Arizona,24186.88247,No,Basic,College,2/15/11,Employed,F,32989,Suburban,Married,102,25,12,0,2,Personal Auto,Personal L3,Offer2,Web,489.6,SUV,Small,Izmir,4,1.0,4,0.03710327684985904,2,0.036431516236232274
TX34322,Oregon,2419.306466,No,Basic,College,1/26/11,Unemployed,M,0,Suburban,Married,70,12,29,1,1,Personal Auto,Personal L1,Offer1,Call Center,336.0,Two-Door Car,Small,Antalya,3,1.0,2,70.0,2,4.2626798770413155
AK61491,Oregon,2491.317024,Yes,Basic,Doctor,1/29/11,Employed,M,36631,Rural,Divorced,62,30,77,0,1,Personal Auto,Personal L3,Offer1,Agent,67.530904,Four-Door Car,Large,Antalya,3,1.0,4,0.020310665829488685,1,0.02010715526546643
XC32316,Arizona,9657.579498,Yes,Extended,High School or Below,1/31/11,Unemployed,M,0,Suburban,Married,131,34,61,0,9,Corporate Auto,Corporate L1,Offer1,Agent,628.8,SUV,Medsize,Izmir,4,1.0,4,131.0,2,4.882801922586371
WN59735,California,2621.116054,No,Basic,College,1/17/11,Employed,F,26477,Rural,Married,66,18,37,0,1,Personal Auto,Personal L1,Offer2,Branch,144.987956,Four-Door Car,Medsize,Istanbul,5,1.0,3,0.029912754466140425,1,0.029474094252118554
WW99844,Oregon,4944.088762,No,Basic,High School or Below,2/7/11,Employed,F,53607,Rural,Married,61,4,18,0,9,Personal Auto,Personal L2,Offer3,Web,93.891207,Four-Door Car,Medsize,Antalya,3,1.0,1,0.013654933124405395,1,0.013562544614255325
YG38576,Arizona,5206.761563,No,Basic,College,1/27/11,Medical Leave,M,21594,Suburban,Married,71,16,23,3,3,Personal Auto,Personal L2,Offer4,Agent,340.8,Four-Door Car,Small,Izmir,4,1.0,3,0.03945540427896638,2,0.038696926269115445
AT62618,Oregon,6109.135438,No,Extended,Bachelor,2/11/11,Unemployed,F,0,Suburban,Single,85,25,24,0,6,Personal Auto,Personal L2,Offer2,Web,612.0,Four-Door Car,Medsize,Antalya,3,1.0,4,85.0,2,4.454347296253507
EE48429,Nevada,2601.468833,No,Basic,High School or Below,1/28/11,Employed,F,80584,Suburban,Divorced,65,33,17,0,1,Personal Auto,Personal L2,Offer4,Branch,312.0,Two-Door Car,Small,Bursa,3,1.0,4,0.009679340812071877,2,0.009632796099860673
SX95355,Oregon,5849.486464,No,Basic,Bachelor,2/27/11,Employed,F,67511,Suburban,Married,73,3,5,0,8,Personal Auto,Personal L3,Offer3,Call Center,350.4,Four-Door Car,Small,Antalya,3,1.0,1,0.01297566322525218,2,0.012892200521145144
IU54219,Oregon,16301.9676,Yes,Extended,Master,2/17/11,Retired,F,19614,Suburban,Married,85,21,32,0,2,Special Auto,Special L3,Offer2,Agent,574.024018,Two-Door Car,Medsize,Antalya,3,1.0,3,0.05200367084735393,2,0.05069660370805559
WX65636,Arizona,26462.75908,No,Extended,Bachelor,2/11/11,Unemployed,F,0,Suburban,Single,82,15,88,2,2,Corporate Auto,Corporate L2,Offer1,Agent,511.320391,Four-Door Car,Medsize,Izmir,4,1.0,3,82.0,2,4.418840607796598
ZE71012,Nevada,26199.52707,No,Basic,Bachelor,1/6/11,Employed,M,20346,Suburban,Married,74,13,57,0,2,Corporate Auto,Corporate L2,Offer3,Agent,358.643521,Two-Door Car,Medsize,Bursa,3,1.0,3,0.04364494249483928,2,0.042719338219824765
PU36617,Arizona,6470.535463,No,Extended,College,2/7/11,Employed,M,48638,Rural,Married,82,16,29,0,3,Personal Auto,Personal L1,Offer3,Call Center,183.104441,Four-Door Car,Medsize,Izmir,4,1.0,3,0.020231095028578477,1,0.020029165387996754
PA18731,Oregon,9501.005425,No,Basic,College,2/26/11,Employed,F,46855,Urban,Married,119,13,94,0,9,Personal Auto,Personal L3,Offer3,Branch,472.391125,SUV,Small,Antalya,3,1.0,3,0.030477003521502507,3,0.030021805254156157
IC51895,Arizona,10970.13221,No,Extended,College,2/27/11,Employed,F,38873,Suburban,Married,92,6,33,0,2,Personal Auto,Personal L2,Offer2,Branch,599.811172,Two-Door Car,Medsize,Izmir,4,1.0,1,0.028400174928613693,2,0.028004366507418072
FU43761,Nevada,2435.619979,No,Basic,Doctor,1/9/11,Disabled,F,25703,Suburban,Married,62,4,64,0,1,Personal Auto,Personal L3,Offer1,Call Center,297.6,Four-Door Car,Small,Bursa,3,1.0,1,0.028946037427537645,2,0.02853501371541304
BG51419,Washington,4362.931238,Yes,Premium,College,1/3/11,Employed,M,58842,Suburban,Married,110,6,74,0,1,Corporate Auto,Corporate L1,Offer2,Branch,528.0,Four-Door Car,Medsize,Ankara,4,1.0,1,0.022432956051799735,2,0.022185038131605037
VY96711,California,19231.77266,No,Premium,Master,2/19/11,Employed,F,99772,Rural,Married,158,10,38,0,2,Corporate Auto,Corporate L2,Offer2,Branch,51.902587,SUV,Medsize,Istanbul,5,1.0,2,0.019003327586898128,1,0.018825019776863475
KT97561,Arizona,8382.630118,Yes,Basic,High School or Below,2/4/11,Retired,M,19683,Suburban,Married,117,17,41,1,9,Personal Auto,Personal L2,Offer1,Web,561.6,Sports Car,Medsize,Izmir,4,1.5,3,0.07133058984910837,2,0.06890141783102782
BW80872,Washington,4434.411172,No,Premium,High School or Below,1/13/11,Employed,M,34549,Rural,Married,111,8,78,0,1,Personal Auto,Personal L2,Offer2,Web,125.933005,Four-Door Car,Medsize,Ankara,4,1.0,2,0.03855393788532229,1,0.03782930124751167
TZ81094,Nevada,2372.155492,No,Basic,High School or Below,1/18/11,Medical Leave,F,19030,Suburban,Married,62,7,22,0,1,Corporate Auto,Corporate L3,Offer3,Branch,355.820799,Two-Door Car,Medsize,Bursa,3,1.0,2,0.039096163951655286,2,0.038351262166883095
XA27536,Washington,3611.183505,No,Extended,College,2/21/11,Employed,M,63329,Suburban,Divorced,92,33,87,0,1,Personal Auto,Personal L3,Offer1,Web,441.6,Four-Door Car,Medsize,Ankara,4,1.0,4,0.017432771715959514,2,0.017282564128133684
LR61007,Arizona,3034.797717,No,Extended,High School or Below,1/5/11,Employed,M,79253,Urban,Married,76,23,7,0,1,Corporate Auto,Corporate L3,Offer4,Agent,254.984946,Two-Door Car,Medsize,Izmir,4,1.0,3,0.0115074508220509,3,0.011441743710299032
WH20102,California,9095.049868,Yes,Basic,College,1/11/11,Employed,M,37937,Suburban,Married,116,11,42,0,5,Personal Auto,Personal L2,Offer2,Call Center,556.8,SUV,Medsize,Istanbul,5,1.0,2,0.0366924111026175,2,0.03603527107572367
FG60807,Oregon,4884.15708,No,Basic,High School or Below,2/1/11,Employed,F,21766,Urban,Married,62,29,65,0,3,Corporate Auto,Corporate L3,Offer4,Agent,179.14181,Four-Door Car,Medsize,Antalya,3,1.0,4,0.03418175135532482,3,0.033610535644770956
TV77808,Arizona,5681.307056,No,Basic,High School or Below,1/13/11,Employed,M,67132,Suburban,Married,71,34,71,0,6,Corporate Auto,Corporate L2,Offer2,Branch,466.371705,Four-Door Car,Large,Izmir,4,1.0,4,0.012691413930763272,2,0.01261155292652295
LA66902,Arizona,2458.562965,No,Basic,College,2/3/11,Unemployed,M,0,Suburban,Single,71,21,8,1,1,Personal Auto,Personal L2,Offer1,Agent,511.2,Two-Door Car,Medsize,Izmir,4,1.0,3,71.0,2,4.276666119016055
PA38372,Washington,9357.737821,No,Premium,High School or Below,1/13/11,Employed,F,33060,Rural,Married,117,19,91,0,3,Personal Auto,Personal L2,Offer1,Branch,56.731578,Four-Door Car,Medsize,Ankara,4,1.0,3,0.042468239564428314,1,0.041591208581099944
NX11526,Arizona,2759.978287,Yes,Basic,Bachelor,1/3/11,Employed,M,92296,Suburban,Married,69,4,65,0,1,Corporate Auto,Corporate L2,Offer2,Agent,331.2,Two-Door Car,Medsize,Izmir,4,1.0,1,0.0089711363439369,2,0.008931134762046001
HU72679,Oregon,9635.58373,No,Basic,Doctor,2/27/11,Employed,M,90334,Urban,Divorced,119,4,46,0,9,Corporate Auto,Corporate L3,Offer3,Branch,423.785148,SUV,Medsize,Antalya,3,1.0,1,0.015808001416963712,3,0.01568435631496471
HC60268,Oregon,8346.019875,No,Premium,College,1/23/11,Employed,M,40105,Suburban,Divorced,104,21,26,0,3,Personal Auto,Personal L2,Offer1,Web,878.413622,Four-Door Car,Medsize,Antalya,3,1.0,3,0.03111831442463533,2,0.03064395540965592
SO18542,Oregon,8370.56545,No,Basic,Bachelor,1/28/11,Employed,F,33409,Suburban,Married,105,4,17,0,7,Personal Auto,Personal L3,Offer1,Agent,553.553427,SUV,Medsize,Antalya,3,1.0,1,0.03771438833847167,2,0.0370205911381263
SM54018,California,12689.42804,No,Premium,College,2/1/11,Unemployed,F,0,Suburban,Single,117,4,89,1,2,Personal Auto,Personal L3,Offer1,Web,1163.669865,Two-Door Car,Medsize,Istanbul,5,1.0,1,117.0,2,4.770684624465665
CN22369,California,2538.62632,Yes,Basic,Bachelor,2/17/11,Retired,M,18608,Suburban,Divorced,71,13,24,0,1,Special Auto,Special L3,Offer2,Web,340.8,Four-Door Car,Medsize,Istanbul,5,1.0,3,0.04578675838349097,2,0.04476948098155039
WY17333,California,4732.219556,No,Basic,High School or Below,1/23/11,Employed,M,55385,Suburban,Single,61,7,22,0,3,Personal Auto,Personal L3,Offer1,Branch,292.8,Four-Door Car,Medsize,Istanbul,5,1.0,2,0.013216574884896632,2,0.01312999795837588
LP76290,Oregon,8246.830811,No,Premium,Master,1/30/11,Employed,M,62588,Suburban,Single,104,21,22,0,3,Special Auto,Special L2,Offer4,Web,499.2,Four-Door Car,Medsize,Antalya,3,1.0,3,0.019939924586182652,2,0.01974372809712913
UF93434,Oregon,2548.393565,No,Basic,College,2/13/11,Employed,F,22050,Suburban,Divorced,66,9,47,0,1,Personal Auto,Personal L3,Offer3,Call Center,316.8,Four-Door Car,Medsize,Antalya,3,1.0,2,0.035918367346938776,2,0.0352883447355603
VW70435,Oregon,4929.549699,Yes,Basic,Bachelor,1/26/11,Employed,M,25632,Suburban,Married,63,27,52,0,7,Personal Auto,Personal L3,Offer2,Call Center,351.270869,Two-Door Car,Medsize,Antalya,3,1.0,4,0.02949438202247191,2,0.029067790474675725
AV96010,Oregon,3289.120863,No,Extended,College,1/29/11,Employed,M,40097,Rural,Single,92,23,35,4,1,Personal Auto,Personal L2,Offer1,Call Center,227.221652,Two-Door Car,Medsize,Antalya,3,1.0,3,0.02753323191261192,1,0.027161009359271633
DX70966,Nevada,2771.045031,Yes,Basic,College,1/11/11,Employed,F,50071,Rural,Single,71,3,32,0,1,Personal Auto,Personal L2,Offer2,Agent,18.918935,Two-Door Car,Medsize,Bursa,3,1.0,1,0.01701583751073476,1,0.016872689718752353
VW65429,Arizona,6899.709949,No,Extended,High School or Below,1/20/11,Employed,M,37308,Urban,Married,86,19,69,0,9,Personal Auto,Personal L2,Offer1,Agent,301.011106,Four-Door Car,Medsize,Izmir,4,1.0,3,0.0276616275329688,3,0.027285956752881365
LY17372,Arizona,5112.306584,No,Extended,College,2/28/11,Employed,M,44743,Suburban,Divorced,137,16,55,4,1,Personal Auto,Personal L3,Offer1,Branch,741.300032,SUV,Small,Izmir,4,1.0,3,0.03674317770377489,2,0.03608423965853531
BE61743,Washington,4109.793608,No,Basic,Bachelor,1/28/11,Employed,M,86657,Urban,Married,103,22,51,0,1,Personal Auto,Personal L3,Offer3,Web,316.227946,Sports Car,Small,Ankara,4,1.5,3,0.014263129349042777,3,0.014162367905074783
GP56044,Washington,27440.61101,No,Extended,High School or Below,1/22/11,Employed,M,84306,Suburban,Married,137,16,37,0,2,Personal Auto,Personal L3,Offer2,Agent,863.413385,SUV,Large,Ankara,4,1.0,3,0.01950039143121486,2,0.0193126949766001
EA63660,California,20957.60504,No,Basic,College,1/24/11,Unemployed,F,0,Suburban,Single,118,29,45,0,2,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Medsize,Istanbul,5,1.0,4,118.0,2,4.77912349311153
DP50640,California,2548.842787,No,Basic,Bachelor,1/5/11,Employed,M,47346,Suburban,Married,65,6,35,0,1,Personal Auto,Personal L3,Offer2,Call Center,312.0,Four-Door Car,Small,Istanbul,5,1.0,1,0.016474464579901153,2,0.016340232845889553
MM45897,Nevada,2714.654446,No,Basic,Bachelor,2/12/11,Employed,M,88545,Suburban,Married,68,25,33,0,1,Personal Auto,Personal L3,Offer3,Call Center,374.108319,Four-Door Car,Large,Bursa,3,1.0,4,0.009215653057767236,2,0.009173448026914055
OZ86942,California,5790.462518,No,Basic,Bachelor,1/31/11,Employed,F,52443,Suburban,Married,73,0,47,1,4,Corporate Auto,Corporate L3,Offer2,Agent,350.4,Four-Door Car,Medsize,Istanbul,5,1.0,1,0.016703849894170814,2,0.016565874948807856
WI65397,Oregon,7627.31479,No,Extended,Bachelor,2/17/11,Employed,F,36084,Rural,Divorced,99,3,9,1,7,Corporate Auto,Corporate L2,Offer1,Agent,152.779038,Two-Door Car,Medsize,Antalya,3,1.0,1,0.03292317924842035,1,0.032392820720103306
OQ69520,Arizona,7903.993374,No,Basic,Master,2/3/11,Employed,F,35406,Rural,Divorced,69,13,15,4,2,Corporate Auto,Corporate L3,Offer1,Agent,67.504452,Four-Door Car,Small,Izmir,4,1.0,3,0.02338586680223691,1,0.023116607250732415
QK12068,Oregon,5293.717318,No,Basic,High School or Below,1/17/11,Unemployed,F,0,Suburban,Single,74,14,43,0,4,Personal Auto,Personal L3,Offer4,Agent,712.126586,Four-Door Car,Small,Antalya,3,1.0,3,74.0,2,4.31748811353631
KF98735,California,3673.990748,No,Extended,Bachelor,1/31/11,Employed,M,41185,Urban,Married,99,20,6,4,1,Special Auto,Special L3,Offer2,Agent,363.613596,Four-Door Car,Medsize,Istanbul,5,1.0,3,0.02884545344178706,3,0.02843725455344061
BH28530,California,21592.10096,No,Premium,High School or Below,1/15/11,Employed,M,51204,Suburban,Married,181,28,23,0,2,Personal Auto,Personal L2,Offer4,Web,929.554445,Sports Car,Medsize,Istanbul,5,1.5,4,0.04241856104991797,2,0.04154355274241834
DW62043,Oregon,2452.059049,No,Basic,College,2/5/11,Employed,F,30216,Suburban,Divorced,63,18,74,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,302.4,Four-Door Car,Medsize,Antalya,3,1.0,3,0.025019857029388404,2,0.024711985114321388
